2018-01-07 22:15:20 @ IC1801|221520|3|6417.600000|3975|1|6417.600000|1|6419.400000|1|16710|6400.800000|6437.600000|6378.600000|6400.800000|7047.600000|5766.400000
2018-01-07 22:15:20 @ IC1803|221520|3|6361.600000|299|1|6360.400000|1|6364.400000|1|7289|6349.800000|6383.000000|6325.000000|6344.400000|6985.000000|5715.000000
2018-01-07 22:15:20 @ IF1801|221520|3|4168.200000|7138|1|4167.000000|2|4167.800000|1|22061|4148.000000|4171.800000|4135.200000|4148.200000|4560.600000|3731.400000
2018-01-07 22:15:20 @ IC1801|221520|3|6417.600000|3975|1|6417.600000|1|6419.400000|1|16710|6400.800000|6437.600000|6378.600000|6400.800000|7047.600000|5766.400000
2018-01-07 22:15:20 @ IF1801|221520|3|4168.200000|7138|1|4167.000000|3|4167.800000|1|22061|4148.000000|4171.800000|4135.200000|4148.200000|4560.600000|3731.400000
2018-01-07 22:15:21 @ IC1801|221521|3|6419.200000|3976|1|6417.400000|1|6419.400000|1|16711|6400.800000|6437.600000|6378.600000|6400.800000|7047.600000|5766.400000
2018-01-07 22:15:21 @ IF1801|221521|3|4168.200000|7138|1|4167.000000|3|4167.800000|1|22061|4148.000000|4171.800000|4135.200000|4148.200000|4560.600000|3731.400000
2018-01-07 22:15:21 @ IF1801|221521|3|4168.200000|7138|1|4167.200000|1|4167.800000|1|22061|4148.000000|4171.800000|4135.200000|4148.200000|4560.600000|3731.400000
2018-01-07 22:15:21 @ al1801|221521|3|14885.000000|8630|1|14885.000000|40|14890.000000|100|77580|14930.000000|15020.000000|14735.000000|15010.000000|15710.000000|14215.000000
2018-01-07 22:15:21 @ cu1801|221521|3|54340.000000|14540|1|54330.000000|30|54340.000000|100|34990|54410.000000|54530.000000|54180.000000|54690.000000|57450.000000|51980.000000
2018-01-07 22:15:21 @ IC1801|221521|3|6419.200000|3976|1|6417.400000|1|6419.200000|1|16711|6400.800000|6437.600000|6378.600000|6400.800000|7047.600000|5766.400000
2018-01-07 22:15:21 @ IF1801|221521|3|4167.200000|7139|1|4167.000000|3|4167.200000|1|22061|4148.000000|4171.800000|4135.200000|4148.200000|4560.600000|3731.400000
2018-01-07 22:15:21 @ IF1801|221521|3|4167.000000|7142|1|4166.400000|1|4167.600000|2|22062|4148.000000|4171.800000|4135.200000|4148.200000|4560.600000|3731.400000
2018-01-07 22:15:22 @ IF1801|221522|3|4167.400000|7143|1|4166.200000|1|4167.600000|2|22062|4148.000000|4171.800000|4135.200000|4148.200000|4560.600000|3731.400000
2018-01-07 22:15:22 @ IF1801|221522|3|4167.400000|7143|1|4166.200000|1|4167.200000|1|22062|4148.000000|4171.800000|4135.200000|4148.200000|4560.600000|3731.400000
2018-01-07 22:15:23 @ IC1801|221523|3|6419.200000|3976|1|6417.400000|1|6419.200000|1|16711|6400.800000|6437.600000|6378.600000|6400.800000|7047.600000|5766.400000
2018-01-07 22:15:23 @ IF1801|221523|3|4167.400000|7143|1|4166.400000|1|4167.000000|2|22062|4148.000000|4171.800000|4135.200000|4148.200000|4560.600000|3731.400000
