2018-01-24 21:36:03.251 @ i1805|21:36:03.250|3|527.000000|1382868|1|526.500000|1109|527.000000|1859|1692988|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:04.134 @ v1805|21:36:04.133|3|6850.000000|166480|1|6845.000000|250|6850.000000|283|285568|6855.000000|6905.000000|6835.000000|6820.000000|7120.000000|6450.000000
2018-01-24 21:36:04.419 @ y1805|21:36:04.419|3|5788.000000|188414|1|5786.000000|361|5788.000000|253|884822|5788.000000|5796.000000|5758.000000|5780.000000|6070.000000|5494.000000
2018-01-24 21:36:04.420 @ al1803|21:36:04.419|3|14740.000000|168716|1|14740.000000|31|14745.000000|133|316914|14660.000000|14770.000000|14585.000000|14640.000000|15365.000000|13900.000000
2018-01-24 21:36:04.664 @ cu1802|21:36:04.663|3|53520.000000|34618|1|53510.000000|97|53520.000000|14|83230|52800.000000|53990.000000|52670.000000|52620.000000|55260.000000|49990.000000
2018-01-24 21:36:04.664 @ cu1803|21:36:04.664|3|53650.000000|296402|1|53650.000000|29|53660.000000|28|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:04.664 @ i1805|21:36:04.664|3|527.000000|1382872|1|526.500000|1109|527.000000|1858|1692988|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:04.665 @ ru1805|21:36:04.664|3|13820.000000|241770|1|13820.000000|29|13825.000000|145|488716|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:04.665 @ al1803|21:36:04.665|3|14740.000000|168722|1|14740.000000|28|14745.000000|133|316914|14660.000000|14770.000000|14585.000000|14640.000000|15365.000000|13900.000000
2018-01-24 21:36:04.665 @ v1805|21:36:04.665|3|6850.000000|166482|1|6845.000000|250|6850.000000|282|285570|6855.000000|6905.000000|6835.000000|6820.000000|7120.000000|6450.000000
2018-01-24 21:36:04.666 @ y1805|21:36:04.665|3|5788.000000|188414|1|5786.000000|363|5788.000000|253|884822|5788.000000|5796.000000|5758.000000|5780.000000|6070.000000|5494.000000
2018-01-24 21:36:04.666 @ cu1802|21:36:04.666|3|53520.000000|34626|1|53510.000000|109|53520.000000|8|83228|52800.000000|53990.000000|52670.000000|52620.000000|55260.000000|49990.000000
2018-01-24 21:36:04.666 @ cu1803|21:36:04.666|3|53650.000000|296402|1|53650.000000|35|53660.000000|22|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:04.667 @ i1805|21:36:04.666|3|527.000000|1383694|1|526.500000|693|527.000000|1938|1693308|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:04.667 @ v1805|21:36:04.667|3|6845.000000|166484|1|6845.000000|248|6850.000000|282|285568|6855.000000|6905.000000|6835.000000|6820.000000|7120.000000|6450.000000
2018-01-24 21:36:04.667 @ y1805|21:36:04.667|3|5788.000000|188414|1|5786.000000|363|5788.000000|254|884822|5788.000000|5796.000000|5758.000000|5780.000000|6070.000000|5494.000000
2018-01-24 21:36:04.668 @ al1802|21:36:04.667|3|14655.000000|21248|1|14655.000000|2|14660.000000|25|108072|14600.000000|14680.000000|14505.000000|14570.000000|15280.000000|13825.000000
2018-01-24 21:36:04.668 @ i1805|21:36:04.668|3|527.000000|1383696|1|526.500000|700|527.000000|1938|1693310|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:04.668 @ cu1802|21:36:04.668|3|53520.000000|34632|1|53510.000000|109|53520.000000|5|83226|52800.000000|53990.000000|52670.000000|52620.000000|55260.000000|49990.000000
2018-01-24 21:36:04.669 @ cu1803|21:36:04.668|3|53650.000000|296402|1|53650.000000|45|53660.000000|19|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:05.027 @ ru1805|21:36:05.026|3|13820.000000|241770|1|13820.000000|41|13825.000000|145|488716|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:05.044 @ v1805|21:36:05.043|3|6845.000000|166484|1|6845.000000|251|6850.000000|282|285568|6855.000000|6905.000000|6835.000000|6820.000000|7120.000000|6450.000000
2018-01-24 21:36:05.046 @ y1805|21:36:05.046|3|5788.000000|188414|1|5786.000000|364|5788.000000|254|884822|5788.000000|5796.000000|5758.000000|5780.000000|6070.000000|5494.000000
2018-01-24 21:36:05.287 @ IC1803|21:36:05.286|3|6403.800000|674|1|6403.000000|1|6405.200000|1|10354|6391.600000|6438.600000|6382.000000|6390.000000|7040.200000|5760.200000
2018-01-24 21:36:05.287 @ al1803|21:36:05.287|3|14740.000000|168722|1|14740.000000|28|14745.000000|134|316914|14660.000000|14770.000000|14585.000000|14640.000000|15365.000000|13900.000000
2018-01-24 21:36:05.287 @ cu1802|21:36:05.287|3|53520.000000|34642|1|53520.000000|1|53530.000000|102|83226|52800.000000|53990.000000|52670.000000|52620.000000|55260.000000|49990.000000
2018-01-24 21:36:05.288 @ cu1803|21:36:05.287|3|53650.000000|296402|1|53650.000000|46|53660.000000|19|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:05.288 @ i1805|21:36:05.288|3|526.500000|1383708|1|526.500000|694|527.000000|1939|1693322|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:05.519 @ ru1805|21:36:05.519|3|13820.000000|241770|1|13820.000000|43|13825.000000|139|488716|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:05.552 @ v1805|21:36:05.552|3|6845.000000|166484|1|6845.000000|251|6850.000000|286|285568|6855.000000|6905.000000|6835.000000|6820.000000|7120.000000|6450.000000
2018-01-24 21:36:06.277 @ al1803|21:36:06.276|3|14740.000000|168722|1|14740.000000|28|14745.000000|134|316914|14660.000000|14770.000000|14585.000000|14640.000000|15365.000000|13900.000000
2018-01-24 21:36:06.277 @ cu1802|21:36:06.277|3|53520.000000|34644|1|53520.000000|1|53530.000000|106|83226|52800.000000|53990.000000|52670.000000|52620.000000|55260.000000|49990.000000
2018-01-24 21:36:06.277 @ cu1803|21:36:06.277|3|53650.000000|296402|1|53650.000000|47|53660.000000|19|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:06.278 @ i1805|21:36:06.277|3|526.500000|1383758|1|526.500000|667|527.000000|1938|1693300|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:06.278 @ ru1805|21:36:06.278|3|13820.000000|241770|1|13820.000000|50|13825.000000|139|488716|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:06.278 @ al1803|21:36:06.278|3|14740.000000|168722|1|14740.000000|28|14745.000000|134|316914|14660.000000|14770.000000|14585.000000|14640.000000|15365.000000|13900.000000
2018-01-24 21:36:06.322 @ v1805|21:36:06.322|3|6850.000000|166488|1|6845.000000|251|6850.000000|285|285570|6855.000000|6905.000000|6835.000000|6820.000000|7120.000000|6450.000000
2018-01-24 21:36:06.323 @ cu1803|21:36:06.322|3|53650.000000|296402|1|53650.000000|47|53660.000000|19|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:06.323 @ i1805|21:36:06.322|3|527.000000|1383948|1|526.500000|573|527.000000|1937|1693482|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:06.522 @ ru1805|21:36:06.522|3|13820.000000|241770|1|13820.000000|100|13825.000000|139|488716|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:06.523 @ sn1805|21:36:06.522|3|147190.000000|11340|1|147180.000000|8|147190.000000|4|20338|146970.000000|148030.000000|146850.000000|146600.000000|153850.000000|139200.000000
2018-01-24 21:36:06.609 @ v1805|21:36:06.609|3|6850.000000|166490|1|6845.000000|251|6850.000000|284|285570|6855.000000|6905.000000|6835.000000|6820.000000|7120.000000|6450.000000
2018-01-24 21:36:06.609 @ IC1803|21:36:06.609|3|6403.800000|674|1|6403.000000|1|6405.200000|1|10354|6391.600000|6438.600000|6382.000000|6390.000000|7040.200000|5760.200000
2018-01-24 21:36:06.610 @ al1803|21:36:06.609|3|14740.000000|168722|1|14740.000000|28|14745.000000|134|316914|14660.000000|14770.000000|14585.000000|14640.000000|15365.000000|13900.000000
2018-01-24 21:36:06.610 @ cu1803|21:36:06.610|3|53650.000000|296402|1|53650.000000|48|53660.000000|15|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:06.614 @ i1805|21:36:06.613|3|526.500000|1383950|1|526.500000|610|527.000000|1938|1693482|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:07.022 @ ru1805|21:36:07.022|3|13825.000000|241774|1|13820.000000|106|13825.000000|137|488720|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:07.027 @ sn1805|21:36:07.026|3|147190.000000|11348|1|147180.000000|8|147230.000000|1|20332|146970.000000|148030.000000|146850.000000|146600.000000|153850.000000|139200.000000
2018-01-24 21:36:07.062 @ IC1803|21:36:07.062|3|6403.800000|674|1|6403.000000|1|6405.000000|1|10354|6391.600000|6438.600000|6382.000000|6390.000000|7040.200000|5760.200000
2018-01-24 21:36:07.273 @ v1805|21:36:07.272|3|6850.000000|166490|1|6845.000000|255|6850.000000|284|285570|6855.000000|6905.000000|6835.000000|6820.000000|7120.000000|6450.000000
2018-01-24 21:36:07.273 @ cu1803|21:36:07.272|3|53650.000000|296402|1|53650.000000|48|53660.000000|16|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:07.273 @ i1805|21:36:07.273|3|527.000000|1383952|1|526.500000|815|527.000000|1937|1693484|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:07.520 @ ru1805|21:36:07.520|3|13825.000000|241800|1|13820.000000|107|13825.000000|124|488746|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:07.526 @ sn1805|21:36:07.526|3|147190.000000|11348|1|147180.000000|8|147230.000000|1|20332|146970.000000|148030.000000|146850.000000|146600.000000|153850.000000|139200.000000
2018-01-24 21:36:08.264 @ IC1803|21:36:08.263|3|6403.800000|674|1|6403.000000|1|6405.000000|1|10354|6391.600000|6438.600000|6382.000000|6390.000000|7040.200000|5760.200000
2018-01-24 21:36:08.264 @ cu1803|21:36:08.264|3|53650.000000|296402|1|53650.000000|48|53660.000000|16|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:08.264 @ i1805|21:36:08.264|3|527.000000|1383970|1|526.500000|843|527.000000|1933|1693480|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:08.265 @ ru1805|21:36:08.264|3|13825.000000|241812|1|13820.000000|109|13825.000000|112|488748|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:08.265 @ sn1805|21:36:08.265|3|147190.000000|11348|1|147190.000000|1|147230.000000|1|20332|146970.000000|148030.000000|146850.000000|146600.000000|153850.000000|139200.000000
2018-01-24 21:36:08.265 @ cu1803|21:36:08.265|3|53650.000000|296402|1|53650.000000|48|53660.000000|17|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:08.509 @ i1805|21:36:08.509|3|527.000000|1383980|1|526.500000|945|527.000000|1931|1693480|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:09.529 @ ru1805|21:36:09.529|3|13825.000000|241814|1|13820.000000|109|13825.000000|111|488750|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:09.529 @ v1805|21:36:09.529|3|6850.000000|166490|1|6845.000000|255|6850.000000|287|285570|6855.000000|6905.000000|6835.000000|6820.000000|7120.000000|6450.000000
2018-01-24 21:36:09.530 @ cu1803|21:36:09.529|3|53650.000000|296402|1|53650.000000|48|53660.000000|17|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:09.530 @ i1805|21:36:09.530|3|526.500000|1383986|1|526.500000|946|527.000000|1931|1693478|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:09.530 @ ru1805|21:36:09.530|3|13825.000000|241814|1|13820.000000|110|13825.000000|117|488750|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:09.531 @ sn1805|21:36:09.530|3|147190.000000|11348|1|147190.000000|1|147230.000000|1|20332|146970.000000|148030.000000|146850.000000|146600.000000|153850.000000|139200.000000
2018-01-24 21:36:09.531 @ v1805|21:36:09.531|3|6850.000000|166492|1|6845.000000|259|6850.000000|286|285572|6855.000000|6905.000000|6835.000000|6820.000000|7120.000000|6450.000000
2018-01-24 21:36:09.531 @ al1803|21:36:09.531|3|14740.000000|168722|1|14740.000000|28|14745.000000|134|316914|14660.000000|14770.000000|14585.000000|14640.000000|15365.000000|13900.000000
2018-01-24 21:36:09.532 @ cu1803|21:36:09.531|3|53650.000000|296402|1|53650.000000|48|53660.000000|19|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:09.532 @ i1805|21:36:09.531|3|526.500000|1383986|1|526.500000|948|527.000000|1932|1693478|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:09.532 @ ru1805|21:36:09.532|3|13825.000000|241814|1|13820.000000|106|13825.000000|117|488750|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:09.776 @ v1805|21:36:09.776|3|6845.000000|166496|1|6845.000000|257|6850.000000|286|285572|6855.000000|6905.000000|6835.000000|6820.000000|7120.000000|6450.000000
2018-01-24 21:36:09.777 @ al1803|21:36:09.776|3|14740.000000|168742|1|14740.000000|19|14745.000000|134|316914|14660.000000|14770.000000|14585.000000|14640.000000|15365.000000|13900.000000
2018-01-24 21:36:09.777 @ cu1802|21:36:09.777|3|53520.000000|34646|1|53510.000000|110|53530.000000|106|83224|52800.000000|53990.000000|52670.000000|52620.000000|55260.000000|49990.000000
2018-01-24 21:36:09.777 @ i1805|21:36:09.777|3|526.500000|1383992|1|526.500000|944|527.000000|1932|1693478|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:10.027 @ ru1805|21:36:10.026|3|13825.000000|241814|1|13820.000000|106|13825.000000|119|488750|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:10.082 @ al1803|21:36:10.082|3|14740.000000|168742|1|14740.000000|22|14745.000000|134|316914|14660.000000|14770.000000|14585.000000|14640.000000|15365.000000|13900.000000
2018-01-24 21:36:10.092 @ cu1803|21:36:10.092|3|53650.000000|296404|1|53650.000000|46|53660.000000|20|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:10.312 @ i1805|21:36:10.312|3|526.500000|1384024|1|526.500000|936|527.000000|1934|1693508|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:10.542 @ y1805|21:36:10.542|3|5788.000000|188414|1|5786.000000|364|5788.000000|252|884822|5788.000000|5796.000000|5758.000000|5780.000000|6070.000000|5494.000000
2018-01-24 21:36:10.552 @ IC1803|21:36:10.552|3|6403.000000|675|1|6398.600000|1|6403.000000|2|10355|6391.600000|6438.600000|6382.000000|6390.000000|7040.200000|5760.200000
2018-01-24 21:36:10.602 @ al1802|21:36:10.602|3|14655.000000|21248|1|14655.000000|2|14660.000000|25|108072|14600.000000|14680.000000|14505.000000|14570.000000|15280.000000|13825.000000
2018-01-24 21:36:10.603 @ al1803|21:36:10.602|3|14740.000000|168742|1|14740.000000|22|14745.000000|134|316914|14660.000000|14770.000000|14585.000000|14640.000000|15365.000000|13900.000000
2018-01-24 21:36:10.603 @ cu1803|21:36:10.603|3|53650.000000|296404|1|53650.000000|46|53660.000000|19|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:10.603 @ i1805|21:36:10.603|3|527.000000|1384028|1|526.500000|941|527.000000|1941|1693504|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:11.034 @ ru1805|21:36:11.033|3|13825.000000|241814|1|13820.000000|106|13825.000000|119|488750|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:11.069 @ v1805|21:36:11.069|3|6850.000000|166498|1|6845.000000|257|6850.000000|285|285574|6855.000000|6905.000000|6835.000000|6820.000000|7120.000000|6450.000000
2018-01-24 21:36:11.072 @ y1805|21:36:11.071|3|5788.000000|188414|1|5786.000000|363|5788.000000|252|884822|5788.000000|5796.000000|5758.000000|5780.000000|6070.000000|5494.000000
2018-01-24 21:36:11.079 @ IC1803|21:36:11.079|3|6403.000000|675|1|6398.600000|1|6405.000000|1|10355|6391.600000|6438.600000|6382.000000|6390.000000|7040.200000|5760.200000
2018-01-24 21:36:11.314 @ al1802|21:36:11.313|3|14655.000000|21248|1|14655.000000|2|14660.000000|26|108072|14600.000000|14680.000000|14505.000000|14570.000000|15280.000000|13825.000000
2018-01-24 21:36:11.314 @ al1803|21:36:11.314|3|14740.000000|168744|1|14740.000000|21|14745.000000|134|316912|14660.000000|14770.000000|14585.000000|14640.000000|15365.000000|13900.000000
2018-01-24 21:36:11.314 @ cu1803|21:36:11.314|3|53650.000000|296404|1|53650.000000|46|53660.000000|21|220604|52890.000000|54130.000000|52790.000000|52730.000000|55390.000000|50120.000000
2018-01-24 21:36:11.315 @ i1805|21:36:11.314|3|527.000000|1384028|1|526.500000|941|527.000000|1945|1693504|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:11.509 @ ru1805|21:36:11.509|3|13825.000000|241814|1|13820.000000|106|13825.000000|120|488750|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
2018-01-24 21:36:11.532 @ v1805|21:36:11.532|3|6850.000000|166500|1|6845.000000|257|6850.000000|284|285576|6855.000000|6905.000000|6835.000000|6820.000000|7120.000000|6450.000000
2018-01-24 21:36:12.259 @ y1805|21:36:12.259|3|5788.000000|188416|1|5786.000000|364|5788.000000|251|884822|5788.000000|5796.000000|5758.000000|5780.000000|6070.000000|5494.000000
2018-01-24 21:36:12.259 @ i1805|21:36:12.259|3|526.500000|1384040|1|526.500000|928|527.000000|1944|1693510|523.000000|530.500000|518.500000|522.000000|563.000000|480.000000
2018-01-24 21:36:12.260 @ ru1805|21:36:12.259|3|13825.000000|241814|1|13820.000000|79|13825.000000|120|488750|13785.000000|13900.000000|13700.000000|13775.000000|14740.000000|12815.000000
