2018-01-10 01:35:39 @ IC1801|13539|3|6391.400000|7282|1|6391.400000|8|6392.800000|1|16463|6427.000000|6436.200000|6360.000000|6435.000000|7065.200000|5780.800000
2018-01-10 01:35:40 @ IC1803|13540|3|6342.000000|764|1|6337.200000|1|6342.000000|1|7580|6370.000000|6379.800000|6306.600000|6380.200000|7005.800000|5732.200000
2018-01-10 01:35:40 @ IF1801|13540|3|4200.400000|12295|1|4200.400000|1|4200.600000|1|22649|4196.800000|4209.200000|4180.200000|4197.400000|4608.400000|3770.800000
2018-01-10 01:35:40 @ al1802|13540|3|14955.000000|117580|1|14955.000000|52|14960.000000|109|223084|14945.000000|15005.000000|14875.000000|14980.000000|15695.000000|14200.000000
2018-01-10 01:35:40 @ al1803|13540|3|15050.000000|162958|1|15050.000000|31|15055.000000|72|340970|15040.000000|15100.000000|14970.000000|15075.000000|15795.000000|14290.000000
2018-01-10 01:35:40 @ cu1802|13540|3|54650.000000|62980|1|54650.000000|1|54660.000000|57|128384|54830.000000|54980.000000|54520.000000|54810.000000|57340.000000|51870.000000
2018-01-10 01:35:40 @ cu1803|13540|3|54820.000000|150664|1|54810.000000|77|54830.000000|74|232222|55000.000000|55180.000000|54680.000000|55010.000000|57540.000000|52060.000000
2018-01-10 01:35:40 @ i1805|13540|3|558.000000|2018908|1|557.500000|1785|558.000000|2531|1975822|561.000000|565.000000|552.000000|560.500000|602.500000|513.500000
2018-01-10 01:35:40 @ y1805|13540|3|5798.000000|272944|1|5796.000000|262|5798.000000|57|886564|5770.000000|5822.000000|5766.000000|5794.000000|6066.000000|5490.000000
2018-01-10 01:35:40 @ v1805|13540|3|6785.000000|283894|1|6780.000000|635|6785.000000|558|353562|6820.000000|6840.000000|6755.000000|6795.000000|7145.000000|6465.000000
2018-01-10 01:35:40 @ sn1805|13540|3|145430.000000|10952|1|145400.000000|1|145450.000000|1|18232|144700.000000|145560.000000|144550.000000|144620.000000|151550.000000|137120.000000
2018-01-10 01:35:40 @ ru1805|13540|3|14060.000000|495048|1|14055.000000|124|14060.000000|64|419160|14100.000000|14280.000000|13985.000000|14075.000000|15080.000000|13105.000000
2018-01-10 01:35:40 @ v1805|13540|3|6785.000000|283894|1|6780.000000|634|6785.000000|558|353562|6820.000000|6840.000000|6755.000000|6795.000000|7145.000000|6465.000000
2018-01-10 01:35:40 @ y1805|13540|3|5798.000000|272944|1|5796.000000|260|5798.000000|57|886564|5770.000000|5822.000000|5766.000000|5794.000000|6066.000000|5490.000000
2018-01-10 01:35:40 @ cu1802|13540|3|54650.000000|62980|1|54650.000000|2|54660.000000|57|128384|54830.000000|54980.000000|54520.000000|54810.000000|57340.000000|51870.000000
2018-01-10 01:35:40 @ cu1803|13540|3|54810.000000|150666|1|54810.000000|76|54830.000000|75|232224|55000.000000|55180.000000|54680.000000|55010.000000|57540.000000|52060.000000
2018-01-10 01:35:40 @ i1805|13540|3|557.500000|2018912|1|557.500000|1784|558.000000|2530|1975824|561.000000|565.000000|552.000000|560.500000|602.500000|513.500000
2018-01-10 01:35:40 @ ru1805|13540|3|14060.000000|495050|1|14055.000000|126|14060.000000|63|419160|14100.000000|14280.000000|13985.000000|14075.000000|15080.000000|13105.000000
2018-01-10 01:35:40 @ v1805|13540|3|6780.000000|283896|1|6780.000000|633|6785.000000|558|353560|6820.000000|6840.000000|6755.000000|6795.000000|7145.000000|6465.000000
2018-01-10 01:35:40 @ y1805|13540|3|5798.000000|272944|1|5796.000000|260|5798.000000|61|886564|5770.000000|5822.000000|5766.000000|5794.000000|6066.000000|5490.000000
2018-01-10 01:35:40 @ IF1801|13540|3|4200.400000|12296|1|4200.000000|3|4200.600000|1|22649|4196.800000|4209.200000|4180.200000|4197.400000|4608.400000|3770.800000
2018-01-10 01:35:40 @ al1802|13540|3|14955.000000|117580|1|14955.000000|53|14960.000000|109|223084|14945.000000|15005.000000|14875.000000|14980.000000|15695.000000|14200.000000
2018-01-10 01:35:40 @ cu1802|13540|3|54650.000000|62980|1|54650.000000|2|54660.000000|64|128384|54830.000000|54980.000000|54520.000000|54810.000000|57340.000000|51870.000000
2018-01-10 01:35:40 @ cu1803|13540|3|54810.000000|150666|1|54810.000000|71|54820.000000|8|232224|55000.000000|55180.000000|54680.000000|55010.000000|57540.000000|52060.000000
2018-01-10 01:35:40 @ i1805|13540|3|557.500000|2018914|1|557.500000|1783|558.000000|2530|1975824|561.000000|565.000000|552.000000|560.500000|602.500000|513.500000
2018-01-10 01:35:40 @ ru1805|13540|3|14060.000000|495050|1|14055.000000|126|14060.000000|66|419160|14100.000000|14280.000000|13985.000000|14075.000000|15080.000000|13105.000000
2018-01-10 01:35:40 @ v1805|13540|3|6780.000000|283896|1|6780.000000|643|6785.000000|559|353560|6820.000000|6840.000000|6755.000000|6795.000000|7145.000000|6465.000000
2018-01-10 01:35:41 @ y1805|13541|3|5796.000000|272954|1|5796.000000|255|5798.000000|106|886564|5770.000000|5822.000000|5766.000000|5794.000000|6066.000000|5490.000000
2018-01-10 01:35:41 @ IC1801|13541|3|6391.400000|7283|1|6391.400000|7|6392.800000|1|16464|6427.000000|6436.200000|6360.000000|6435.000000|7065.200000|5780.800000
2018-01-10 01:35:41 @ IC1803|13541|3|6342.000000|764|1|6337.800000|1|6342.000000|1|7580|6370.000000|6379.800000|6306.600000|6380.200000|7005.800000|5732.200000
2018-01-10 01:35:41 @ IF1801|13541|3|4200.600000|12297|1|4200.000000|3|4200.800000|1|22649|4196.800000|4209.200000|4180.200000|4197.400000|4608.400000|3770.800000
2018-01-10 01:35:41 @ al1803|13541|3|15050.000000|162958|1|15050.000000|31|15055.000000|72|340970|15040.000000|15100.000000|14970.000000|15075.000000|15795.000000|14290.000000
2018-01-10 01:35:41 @ cu1803|13541|3|54810.000000|150666|1|54810.000000|67|54820.000000|11|232224|55000.000000|55180.000000|54680.000000|55010.000000|57540.000000|52060.000000
2018-01-10 01:35:41 @ i1805|13541|3|557.500000|2018918|1|557.500000|1780|558.000000|2529|1975826|561.000000|565.000000|552.000000|560.500000|602.500000|513.500000
2018-01-10 01:35:41 @ v1805|13541|3|6780.000000|283896|1|6780.000000|648|6785.000000|578|353560|6820.000000|6840.000000|6755.000000|6795.000000|7145.000000|6465.000000
